player_id,player_name,games,time,goals,shots,key_passes,yellow_cards,red_cards,position,team_name
8865,Ollie Watkins,9,810,6,22,12,0,0,F,Aston Villa
675,Jack Grealish,9,810,5,26,26,2,0,F M,Aston Villa
592,Ross Barkley,6,454,2,17,15,0,0,M,Aston Villa
1024,Tyrone Mings,9,810,2,7,2,2,0,D,Aston Villa
7726,Ezri Konsa Ngoyo,9,810,2,7,0,0,0,D,Aston Villa
7721,Conor Hourihane,4,236,1,5,5,0,0,M S,Aston Villa
7723,John McGinn,9,810,1,10,15,3,0,M,Aston Villa
695,Bertrand Traoré,7,147,0,5,2,0,0,M S,Aston Villa
884,Matt Targett,9,810,0,3,9,3,0,D,Aston Villa
1053,Keinan Davis,1,24,0,0,1,0,0,S,Aston Villa
1685,Ahmed Elmohamady,3,30,0,0,1,0,0,S,Aston Villa
4401,Emiliano Martinez,9,810,0,0,0,0,0,GK,Aston Villa
5612,Anwar El Ghazi,3,31,0,0,1,0,0,S,Aston Villa
6122,Douglas Luiz,9,789,0,8,8,2,0,M,Aston Villa
7722,Trézéguet,9,735,0,22,9,0,0,F M S,Aston Villa
8040,Marvelous Nakamba,2,8,0,1,0,1,0,S,Aston Villa
8864,Matthew Cash,9,780,0,2,6,4,0,D,Aston Villa
8941,Jacob Ramsey,1,9,0,0,0,0,0,S,Aston Villa
5555,Dominic Calvert-Lewin,11,973,11,36,7,1,0,F,Everton
2249,James Rodríguez,10,861,3,22,25,1,0,F,Everton
1653,Michael Keane,11,990,2,5,2,0,0,D,Everton
1726,Abdoulaye Doucouré,11,922,1,10,11,3,0,M,Everton
6026,Richarlison,8,642,1,25,10,1,1,F,Everton
6521,Yerry Mina,9,810,1,3,0,1,0,D,Everton
7063,Bernard,4,168,1,2,5,1,0,F S,Everton
500,Alex Iwobi,10,420,0,2,6,0,0,D F S,Everton
503,Theo Walcott,1,10,0,0,0,0,0,S,Everton
585,Seamus Coleman,6,450,0,2,3,0,0,D,Everton
714,Gylfi Sigurdsson,10,396,0,8,6,0,0,M S,Everton
741,Jordan Pickford,10,900,0,0,1,0,0,GK,Everton
876,Fabian Delph,5,206,0,1,1,0,0,D M S,Everton
985,Mason Holgate,2,174,0,1,0,1,0,D,Everton
1042,Tom Davies,5,169,0,0,1,0,0,D M S,Everton
1084,Jonjoe Kenny,1,78,0,0,0,0,0,D,Everton
1304,Moise Kean,2,10,0,1,0,0,0,S,Everton
1379,Allan,10,900,0,4,6,4,0,M,Everton
1823,Lucas Digne,8,703,0,3,15,0,1,D,Everton
2383,André Gomes,7,457,0,3,4,1,0,M S,Everton
6477,Cenk Tosun,3,27,0,0,1,2,0,S,Everton
6962,Robin Olsen,1,90,0,0,0,0,0,GK,Everton
7689,Ben Godfrey,5,420,0,0,1,0,0,D S,Everton
8109,Niels Nkounkou,1,70,0,1,0,1,0,D,Everton
8150,Anthony Gordon,1,31,0,0,0,0,0,S,Everton
986,Danny Ings,8,669,6,17,7,0,0,F S,Southampton
843,James Ward-Prowse,11,990,4,10,18,2,0,M,Southampton
111,Jannik Vestergaard,10,852,3,5,2,0,0,D S,Southampton
7700,Che Adams,11,961,3,20,13,1,0,F,Southampton
503,Theo Walcott,6,519,1,14,6,0,0,F M,Southampton
842,Oriol Romeu,11,957,1,9,8,4,0,M,Southampton
6042,Jan Bednarek,11,905,1,5,1,0,0,D,Southampton
6893,Stuart Armstrong,9,788,1,11,10,0,0,M,Southampton
7701,Moussa Djenepo,8,512,1,8,4,2,0,M S,Southampton
635,Alex McCarthy,11,990,0,0,0,1,0,GK,Southampton
790,Nathan Redmond,6,328,0,7,2,0,0,M S,Southampton
835,Ryan Bertrand,10,890,0,2,7,1,0,D,Southampton
839,Shane Long,8,47,0,1,0,0,0,S,Southampton
885,Kyle Walker-Peters,11,990,0,6,4,3,0,D,Southampton
1735,Jack Stephens,4,313,0,1,2,1,0,D S,Southampton
6504,Michael Obafemi,1,12,0,0,0,0,0,S,Southampton
6736,Ibrahima Diallo,5,16,0,0,1,1,0,S,Southampton
7983,Daniel N&#039;Lundulu,2,2,0,0,0,0,0,S,Southampton
8224,William Smallbone,2,111,0,0,0,0,0,M S,Southampton
8456,Nathan Tella,3,42,0,1,0,0,0,S,Southampton
755,Jamie Vardy,10,829,9,23,7,1,0,F S,Leicester
5956,Youri Tielemans,11,990,3,14,5,3,0,M,Leicester
6681,Harvey Barnes,10,720,3,23,5,0,0,F M S,Leicester
770,Ayoze Pérez,5,358,1,8,4,1,0,F M,Leicester
1234,Dennis Praet,10,584,1,6,6,0,0,M S,Leicester
6157,Timothy Castagne,6,540,1,2,5,1,0,D,Leicester
6818,James Maddison,10,538,1,13,13,2,0,M S,Leicester
7753,James Justin,11,990,1,5,4,2,0,D,Leicester
620,Kelechi Iheanacho,5,140,0,5,3,0,0,F S,Leicester
745,Kasper Schmeichel,11,990,0,0,0,0,0,GK,Leicester
748,Wes Morgan,3,13,0,0,0,0,0,S,Leicester
749,Christian Fuchs,7,523,0,3,1,2,0,D S,Leicester
753,Marc Albrighton,7,342,0,3,4,0,0,D S,Leicester
759,Daniel Amartey,2,146,0,0,0,1,0,D,Leicester
807,Jonny Evans,8,710,0,1,1,4,0,D,Leicester
1682,Islam Slimani,1,17,0,1,1,0,0,S,Leicester
1785,Nampalys Mendy,11,943,0,1,2,3,0,M,Leicester
5264,Caglar Söyüncü,4,360,0,2,2,1,0,D,Leicester
5545,Wilfred Ndidi,3,199,0,0,1,0,0,D S,Leicester
6162,Cengiz Ünder,5,134,0,2,5,0,0,S,Leicester
6418,Hamza Choudhury,2,11,0,0,0,0,0,S,Leicester
7589,Wesley Fofana,7,630,0,2,1,2,0,D,Leicester
8562,Luke Thomas,3,186,0,1,0,1,0,D,Leicester
4476,Callum Robinson,11,541,2,11,5,0,0,F S,West Bromwich Albion
9040,Conor Gallagher,7,630,2,10,8,3,0,M,West Bromwich Albion
964,Kyle Bartley,8,720,1,6,0,1,0,D,West Bromwich Albion
6651,Grady Diangana,10,707,1,10,4,0,0,F M S,West Bromwich Albion
7153,Matheus Pereira,10,795,1,17,22,1,1,M,West Bromwich Albion
7390,Karlan Grant,7,539,1,11,2,0,0,F,West Bromwich Albion
545,Kieran Gibbs,2,135,0,0,1,0,1,D,West Bromwich Albion
682,Branislav Ivanovic,6,530,0,4,1,1,0,D,West Bromwich Albion
978,Sam Johnstone,11,990,0,0,0,0,0,GK,West Bromwich Albion
1013,Sam Field,3,56,0,0,0,0,0,S,West Bromwich Albion
1689,Jake Livermore,8,662,0,4,3,2,0,M,West Bromwich Albion
1737,Matt Phillips,8,162,0,2,6,1,0,M S,West Bromwich Albion
1738,Hal Robson-Kanu,5,130,0,4,1,0,0,S,West Bromwich Albion
3979,Ahmed Hegazy,1,90,0,0,0,0,0,D,West Bromwich Albion
4391,Darnell Furlong,10,880,0,9,8,1,0,D M,West Bromwich Albion
4490,Semi Ajayi,10,900,0,0,0,1,0,D,West Bromwich Albion
5562,Rekeem Harper,1,20,0,0,0,0,0,S,West Bromwich Albion
8756,Dara O&#039;Shea,6,458,0,2,3,0,0,D S,West Bromwich Albion
8757,Romaine Sawyers,9,606,0,2,3,2,0,M S,West Bromwich Albion
8758,Kyle Edwards,5,110,0,2,1,0,0,M S,West Bromwich Albion
8905,Conor Townsend,8,707,0,3,4,0,0,D M,West Bromwich Albion
8966,Filip Krovinovic,8,423,0,7,4,0,0,M S,West Bromwich Albion
522,Wilfried Zaha,9,803,7,24,13,2,0,F,Crystal Palace
606,Christian Benteke,7,138,2,10,4,0,0,F S,Crystal Palace
512,Scott Dann,6,540,1,2,1,1,0,D,Crystal Palace
532,Cheikhou Kouyaté,11,990,1,7,4,0,0,D M,Crystal Palace
672,Jordan Ayew,9,611,1,8,2,0,0,F S,Crystal Palace
775,Andros Townsend,10,845,1,11,15,0,0,M,Crystal Palace
6027,Jairo Riedewald,9,467,1,2,5,0,0,M S,Crystal Palace
8706,Eberechi Eze,10,583,1,10,9,0,0,M S,Crystal Palace
485,Mamadou Sakho,4,274,0,1,0,0,0,D S,Crystal Palace
510,Joel Ward,5,450,0,0,1,2,0,D,Crystal Palace
589,James McCarthy,5,335,0,1,1,1,0,M S,Crystal Palace
603,Nathaniel Clyne,6,523,0,2,2,0,0,D,Crystal Palace
633,James McArthur,9,771,0,4,9,3,0,M,Crystal Palace
699,Gary Cahill,3,270,0,1,1,0,0,D,Crystal Palace
730,Patrick van Aanholt,6,467,0,10,8,1,0,D S,Crystal Palace
757,Jeffrey Schlupp,9,602,0,8,7,2,0,M S,Crystal Palace
1678,Michy Batshuayi,8,380,0,7,4,0,0,F S,Crystal Palace
2190,Vicente Guaita,11,990,0,0,0,2,0,GK,Crystal Palace
5549,Luka Milivojevic,7,311,0,3,4,1,1,M S,Crystal Palace
8214,Tyrick Mitchell,6,540,0,1,0,1,0,D,Crystal Palace
65,Timo Werner,11,943,4,28,10,0,0,F M,Chelsea
935,Kurt Zouma,10,900,4,8,1,1,0,D,Chelsea
702,Tammy Abraham,10,555,3,22,9,0,0,F S,Chelsea
1389,Jorginho,7,459,3,6,4,0,0,M S,Chelsea
782,Ben Chilwell,8,713,2,9,13,1,0,D,Chelsea
502,Olivier Giroud,6,122,1,7,3,0,0,F S,Chelsea
2662,Christian Pulisic,5,253,1,9,1,0,0,M S,Chelsea
3288,Thiago Silva,7,615,1,2,2,0,0,D,Chelsea
5220,Kai Havertz,9,637,1,7,9,1,0,F M S,Chelsea
6456,Callum Hudson-Odoi,5,161,1,5,5,0,0,M S,Chelsea
7768,Mason Mount,10,811,1,22,22,1,0,F M S,Chelsea
8067,Reece James,10,811,1,9,14,2,0,D S,Chelsea
8992,Hakim Ziyech,7,389,1,8,12,1,0,F S,Chelsea
200,Andreas Christensen,4,315,0,1,0,1,1,D,Chelsea
592,Ross Barkley,2,35,0,1,1,0,0,S,Chelsea
624,Willy Caballero,1,90,0,0,0,0,0,GK,Chelsea
681,César Azpilicueta,5,313,0,2,2,1,0,D S,Chelsea
688,Ruben Loftus-Cheek,1,65,0,0,0,0,0,F,Chelsea
703,Fikayo Tomori,1,43,0,0,0,0,0,S,Chelsea
751,N&#039;Golo Kanté,11,984,0,2,6,1,0,M,Chelsea
1245,Emerson,1,7,0,0,0,0,0,S,Chelsea
1621,Marcos Alonso,3,228,0,2,2,1,0,D,Chelsea
1822,Antonio Rüdiger,1,90,0,0,0,0,0,D,Chelsea
2254,Mateo Kovacic,7,407,0,5,5,0,0,M S,Chelsea
5061,Kepa,3,270,0,0,0,0,0,GK,Chelsea
6880,Edouard Mendy,7,630,0,0,0,0,0,GK,Chelsea
1776,Jarrod Bowen,11,921,4,27,10,0,0,F M,West Ham
531,Michail Antonio,7,537,3,18,6,1,0,F,West Ham
2335,Pablo Fornals,11,910,2,17,7,2,0,F M,West Ham
6144,Sébastien Haller,10,434,2,13,8,0,0,F S,West Ham
8288,Tomas Soucek,11,990,2,22,5,1,0,M,West Ham
528,Angelo Ogbonna,11,963,1,5,2,2,0,D,West Ham
535,Manuel Lanzini,5,57,1,2,1,1,0,S,West Ham
6892,Fabián Balbuena,9,810,1,5,0,1,0,D,West Ham
533,Mark Noble,5,81,0,0,1,0,0,M S,West Ham
534,Aaron Cresswell,11,990,0,4,20,0,0,D,West Ham
706,Lukasz Fabianski,11,990,0,0,0,0,0,GK,West Ham
1208,Felipe Anderson,2,2,0,0,0,0,0,S,West Ham
1691,Robert Snodgrass,1,1,0,0,0,0,0,S,West Ham
1760,Arthur Masuaku,10,857,0,6,9,1,0,D,West Ham
3203,Issa Diop,3,207,0,0,0,1,0,D S,West Ham
3585,Said Benrahma,4,76,0,5,3,0,0,S,West Ham
5553,Declan Rice,11,990,0,6,9,1,0,M,West Ham
6274,Andriy Yarmolenko,5,90,0,4,1,1,0,S,West Ham
6424,Ben Johnson,2,44,0,0,0,0,0,S,West Ham
6891,Ryan Fredericks,3,230,0,0,9,2,0,D,West Ham
8965,Vladimir Coufal,8,716,0,3,10,2,0,D,West Ham
453,Son Heung-Min,11,925,10,21,19,0,0,F M,Tottenham
647,Harry Kane,11,987,8,42,22,1,0,F,Tottenham
2251,Gareth Bale,3,111,1,6,3,0,0,M S,Tottenham
3293,Lucas Moura,10,372,1,5,2,0,0,F M S,Tottenham
3600,Serge Aurier,5,450,1,5,2,0,0,D,Tottenham
5681,Giovani Lo Celso,8,297,1,9,6,2,0,M S,Tottenham
5962,Tanguy NDombele Alvaro,10,567,1,4,7,2,0,M S,Tottenham
343,Pierre-Emile Højbjerg,11,990,0,3,5,1,0,M,Tottenham
637,Hugo Lloris,11,990,0,0,0,0,0,GK,Tottenham
639,Toby Alderweireld,7,623,0,1,2,0,0,D,Tottenham
643,Eric Dier,10,900,0,3,1,0,0,D,Tottenham
644,Erik Lamela,5,188,0,8,2,1,0,F M S,Tottenham
645,Dele Alli,2,64,0,2,1,0,0,M S,Tottenham
660,Ben Davies,8,393,0,1,2,0,0,D S,Tottenham
772,Moussa Sissoko,9,754,0,0,2,1,0,M S,Tottenham
971,Harry Winks,4,255,0,0,1,1,0,M S,Tottenham
6249,Davinson Sánchez,4,360,0,3,0,0,0,D,Tottenham
6377,Joe Rodon,4,99,0,0,0,0,0,D S,Tottenham
6852,Matt Doherty,6,526,0,1,5,1,0,D,Tottenham
7187,Sergio Reguilón,7,630,0,6,7,2,0,D,Tottenham
7395,Carlos Vinicius,1,10,0,2,1,0,0,S,Tottenham
8300,Steven Bergwijn,7,403,0,4,3,1,0,M S,Tottenham
3277,Alexandre Lacazette,9,586,3,13,7,2,0,F S,Arsenal
318,Pierre-Emerick Aubameyang,11,987,2,20,11,2,0,F,Arsenal
5613,Gabriel,10,900,2,7,0,1,0,D,Arsenal
5656,Nicolas Pepe,8,270,1,8,2,0,1,F M S,Arsenal
6482,Eddie Nketiah,9,151,1,3,3,0,0,F S,Arsenal
7322,Bukayo Saka,9,728,1,16,9,0,0,D F M S,Arsenal
181,Bernd Leno,11,990,0,0,0,0,0,GK,Arsenal
204,Granit Xhaka,9,683,0,6,1,2,0,D M S,Arsenal
342,Sead Kolasinac,1,90,0,0,0,0,0,D,Arsenal
492,Héctor Bellerín,11,976,0,2,8,4,0,D,Arsenal
496,Mohamed Elneny,5,450,0,3,2,0,0,M,Arsenal
700,Willian,10,736,0,7,10,0,0,F M,Arsenal
1676,David Luiz,6,378,0,3,1,0,0,D S,Arsenal
1699,Shkodran Mustafi,2,42,0,0,0,0,0,S,Arsenal
1749,Rob Holding,8,664,0,2,0,2,0,D S,Arsenal
1750,Ainsley Maitland-Niles,5,187,0,1,0,0,0,D S,Arsenal
2328,Thomas Partey,5,281,0,5,1,1,0,M S,Arsenal
2446,Dani Ceballos,10,656,0,4,9,1,0,M S,Arsenal
6492,Reiss Nelson,2,59,0,1,0,0,0,S,Arsenal
6630,Joe Willock,2,147,0,1,0,0,0,M,Arsenal
8089,Kieran Tierney,10,893,0,4,7,1,0,D,Arsenal
468,Callum Wilson,9,793,7,18,8,1,0,F,Newcastle United
87,Joelinton,9,483,1,12,6,2,0,F M S,Newcastle United
101,Allan Saint-Maximin,8,595,1,7,6,0,0,F M,Newcastle United
1746,Jeff Hendrick,9,769,1,7,1,0,0,M,Newcastle United
6063,Jacob Murphy,5,363,1,6,2,2,0,D M S,Newcastle United
76,Fabian Schär,7,411,0,1,0,0,0,D S,Newcastle United
461,Matt Ritchie,2,93,0,2,2,0,0,D S,Newcastle United
537,Andy Carroll,7,179,0,6,1,0,0,F S,Newcastle United
708,Federico Fernández,10,900,0,0,2,2,0,D,Newcastle United
766,Jamaal Lascelles,8,676,0,3,0,1,0,D,Newcastle United
769,Jonjo Shelvey,6,527,0,10,8,2,0,M,Newcastle United
780,Karl Darlow,10,900,0,0,0,0,0,GK,Newcastle United
875,Ciaran Clark,2,180,0,0,0,0,0,D,Newcastle United
1545,Emil Krafth,2,180,0,0,2,1,0,D,Newcastle United
1683,Ryan Fraser,5,180,0,1,0,0,0,M S,Newcastle United
1719,Javier Manquillo,6,457,0,1,3,1,0,D S,Newcastle United
6062,Isaac Hayden,7,508,0,2,3,3,0,D M S,Newcastle United
7078,Sean Longstaff,7,372,0,5,3,2,0,M S,Newcastle United
7420,Miguel Almirón,9,481,0,4,8,1,0,M S,Newcastle United
7691,Jamal Lewis,10,828,0,1,9,3,0,D S,Newcastle United
8016,Matthew Longstaff,1,28,0,0,0,0,0,S,Newcastle United
1250,Mohamed Salah,10,876,9,38,23,0,0,F,Liverpool
6854,Diogo Jota,9,496,5,20,6,0,0,F M S,Liverpool
838,Sadio Mané,10,825,4,32,16,2,0,F M S,Liverpool
482,Roberto Firmino,11,895,2,21,10,1,0,F M,Liverpool
332,Joel Matip,5,361,1,3,1,1,0,D S,Liverpool
771,Georginio Wijnaldum,11,901,1,10,5,0,0,M S,Liverpool
833,Virgil van Dijk,5,370,1,4,0,1,0,D,Liverpool
1688,Andrew Robertson,11,990,1,7,17,0,0,D,Liverpool
229,Thiago Alcántara,2,133,0,3,3,0,0,M S,Liverpool
484,Divock Origi,1,1,0,0,0,0,0,S,Liverpool
489,James Milner,8,249,0,1,6,0,0,D M S,Liverpool
527,Adrián,2,180,0,0,0,0,0,GK,Liverpool
605,Jordan Henderson,8,601,0,7,7,0,0,M S,Liverpool
888,Xherdan Shaqiri,2,46,0,0,1,0,0,S,Liverpool
987,Joseph Gomez,7,594,0,0,1,0,0,D S,Liverpool
1257,Alisson,8,720,0,0,0,1,0,GK,Liverpool
1791,Trent Alexander-Arnold,9,715,0,13,13,1,0,D S,Liverpool
3420,Fabinho,9,750,0,2,3,1,0,D M S,Liverpool
5247,Naby Keita,6,314,0,7,2,0,0,M S,Liverpool
6665,Curtis Jones,6,314,0,3,3,0,0,M S,Liverpool
7904,Caoimhin Kelleher,1,90,0,0,0,0,0,GK,Liverpool
8204,Neco Williams,3,155,0,0,1,1,0,D S,Liverpool
8228,Nathaniel Phillips,2,180,0,0,1,0,0,D,Liverpool
8239,Takumi Minamino,6,140,0,3,0,0,0,M S,Liverpool
750,Riyad Mahrez,8,687,4,22,23,0,0,F M,Manchester City
618,Raheem Sterling,9,730,3,20,9,1,0,F M S,Manchester City
447,Kevin De Bruyne,9,741,2,34,27,0,0,M S,Manchester City
5543,Gabriel Jesus,5,450,2,11,6,1,0,F,Manchester City
6055,Phil Foden,8,423,2,12,4,0,0,M S,Manchester City
579,Nathan Aké,4,288,1,1,1,2,0,D S,Manchester City
638,Kyle Walker,9,799,1,7,4,1,0,D,Manchester City
3389,Benjamin Mendy,5,432,1,2,1,2,0,D,Manchester City
6441,Ferrán Torres,7,402,1,14,4,1,0,F M S,Manchester City
314,Ilkay Gündogan,6,389,0,4,5,0,0,M S,Manchester City
586,John Stones,3,270,0,1,1,0,0,D,Manchester City
614,Fernandinho,5,196,0,5,0,0,0,M S,Manchester City
619,Sergio Agüero,2,113,0,1,3,0,0,F,Manchester City
2379,João Cancelo,6,540,0,4,16,1,0,D M,Manchester City
2496,Rodri,10,858,0,9,11,2,0,M,Manchester City
2498,Aymeric Laporte,4,360,0,2,3,1,0,D,Manchester City
2958,Oleksandr Zinchenko,1,11,0,0,0,0,0,S,Manchester City
3635,Bernardo Silva,6,373,0,3,1,0,0,M S,Manchester City
6054,Ederson,10,900,0,0,0,0,0,GK,Manchester City
8045,Eric Garcia,3,198,0,1,1,0,0,D S,Manchester City
8868,Liam Delap,1,39,0,1,0,0,0,S,Manchester City
8961,Rúben Dias,8,702,0,6,0,2,0,D,Manchester City
1228,Bruno Fernandes,10,797,7,30,35,2,0,M S,Manchester United
556,Marcus Rashford,10,843,3,24,17,1,0,F M S,Manchester United
3294,Edinson Cavani,6,165,3,9,1,1,0,F S,Manchester United
1687,Harry Maguire,10,900,1,15,2,2,0,D,Manchester United
1740,Paul Pogba,8,461,1,6,2,0,0,M S,Manchester United
5584,Aaron Wan-Bissaka,9,810,1,2,5,0,0,D,Manchester United
7490,Mason Greenwood,7,415,1,15,3,1,0,F M S,Manchester United
8821,Donny van de Beek,8,212,1,1,1,0,0,M S,Manchester United
546,David de Gea,9,768,0,0,0,0,0,GK,Manchester United
549,Timothy Fosu-Mensah,1,85,0,1,2,1,0,D,Manchester United
553,Anthony Martial,6,446,0,9,1,0,1,F M,Manchester United
554,Juan Mata,5,326,0,3,8,0,0,M S,Manchester United
573,Odion Ighalo,1,5,0,0,0,0,0,S,Manchester United
697,Nemanja Matic,6,348,0,2,3,1,0,M S,Manchester United
934,Axel Tuanzebe,1,19,0,0,0,0,0,S,Manchester United
1006,Luke Shaw,7,611,0,1,6,2,0,D,Manchester United
1739,Eric Bailly,2,95,0,0,0,1,0,D S,Manchester United
1828,Alex Telles,3,266,0,2,4,0,0,D,Manchester United
5560,Scott McTominay,8,580,0,6,8,0,0,M S,Manchester United
5595,Daniel James,3,188,0,6,3,1,0,M,Manchester United
6080,Victor Lindelöf,9,810,0,1,2,0,0,D,Manchester United
6817,Fred,8,553,0,6,6,3,0,M S,Manchester United
7702,Dean Henderson,2,132,0,0,0,0,0,GK S,Manchester United
8075,Brandon Williams,1,4,0,0,0,0,0,S,Manchester United
4456,Chris Wood,10,874,2,19,4,0,0,F,Burnley
669,Ashley Westwood,10,900,1,3,13,1,0,M,Burnley
789,Robbie Brady,6,270,1,4,1,0,0,M S,Burnley
8481,Jimmy Dunne,2,180,1,3,2,0,0,D,Burnley
844,Jay Rodriguez,8,407,0,6,3,2,0,F M S,Burnley
857,Phil Bardsley,3,270,0,3,0,2,0,D,Burnley
887,Erik Pieters,4,168,0,1,1,0,0,D S,Burnley
1017,Matej Vydra,6,130,0,4,2,0,0,F S,Burnley
1652,Matthew Lowton,6,540,0,1,2,1,0,D,Burnley
1654,Ben Mee,4,360,0,1,0,0,0,D,Burnley
1663,Johann Berg Gudmundsson,4,242,0,4,2,0,0,M S,Burnley
1665,James Tarkowski,8,720,0,7,3,1,0,D,Burnley
1747,Kevin Long,6,540,0,1,1,2,0,D,Burnley
4422,Ashley Barnes,7,490,0,11,8,1,0,F M S,Burnley
5552,Nick Pope,9,810,0,0,0,0,0,GK,Burnley
6044,Charlie Taylor,10,900,0,1,5,1,0,D,Burnley
6051,Dale Stephens,3,209,0,2,0,0,0,M,Burnley
6756,Dwight McNeil,10,900,0,8,12,1,0,M,Burnley
7383,Josh Benson,2,91,0,2,0,0,0,M S,Burnley
8323,Josh Brownhill,9,810,0,9,6,1,0,M,Burnley
8482,Bailey Peacock-Farrell,1,90,0,0,0,0,0,GK,Burnley
3621,Neal Maupay,10,761,4,26,7,0,0,F M S,Brighton
239,Pascal Groß,10,511,2,9,15,1,0,M S,Brighton
6049,Solly March,10,853,2,10,11,0,0,D M,Brighton
501,Danny Welbeck,5,362,1,9,6,0,0,F S,Brighton
5609,Yves Bissouma,10,900,1,15,1,4,1,M,Brighton
7698,Leandro Trossard,9,669,1,18,13,1,0,F M S,Brighton
7991,Aaron Connolly,8,425,1,9,4,0,0,F S,Brighton
8226,Tariq Lamptey,10,824,1,6,9,2,1,D M,Brighton
8379,Alexis Mac Allister,3,37,1,1,0,0,0,S,Brighton
486,Adam Lallana,10,526,0,6,10,0,0,M S,Brighton
2385,Mat Ryan,10,900,0,0,0,1,0,GK,Brighton
5245,Bernardo,1,21,0,0,0,0,0,S,Brighton
6048,Lewis Dunk,8,720,0,5,1,2,1,D,Brighton
6350,Jayson Molumby,1,1,0,0,0,0,0,S,Brighton
6842,Alireza Jahanbakhsh,6,52,0,4,3,1,0,S,Brighton
7298,Ben White,11,975,0,1,3,2,0,D M,Brighton
7382,Dan Burn,6,389,0,4,1,1,0,D S,Brighton
7699,Adam Webster,11,990,0,9,2,1,0,D,Brighton
8020,Steven Alzate,5,357,0,3,7,1,0,M S,Brighton
8780,Joël Veltman,7,529,0,0,3,1,0,D M S,Brighton
9098,Robert Sánchez,1,90,0,0,0,0,0,GK,Brighton
6827,Bobby Reid,10,615,3,11,2,3,0,D F M S,Fulham
773,Aleksandar Mitrovic,10,687,2,31,10,2,0,F S,Fulham
5556,Ademola Lookman,8,653,2,20,13,1,0,F M S,Fulham
688,Ruben Loftus-Cheek,6,359,1,5,2,1,0,F M S,Fulham
725,Ola Aina,8,720,1,4,5,0,0,D,Fulham
3683,Ivan Cavaleiro,10,700,1,13,10,1,0,F M S,Fulham
6835,Tom Cairney,9,696,1,9,16,2,0,M S,Fulham
661,Josh Onomah,2,136,0,0,0,0,0,M,Fulham
910,Harrison Reed,8,553,0,3,8,2,0,M S,Fulham
1299,Mario Lemina,7,255,0,1,3,0,0,M S,Fulham
2310,Alphonse Areola,10,900,0,0,0,0,0,GK,Fulham
3304,Maxime Le Marchand,2,118,0,1,0,2,0,D S,Fulham
4866,Aboubakar Kamara,6,238,0,3,3,1,1,F M S,Fulham
5274,Michael Hector,3,242,0,1,1,1,0,D,Fulham
5590,Tosin Adarabioyo,7,630,0,4,0,1,0,D,Fulham
5973,Kenny Tete,2,128,0,0,4,1,0,D,Fulham
6314,Joachim Andersen,5,450,0,1,0,0,0,D,Fulham
6434,Franck Zambo,11,832,0,12,10,1,0,M S,Fulham
6834,Joe Bryan,6,339,0,3,2,1,0,D M S,Fulham
6840,Neeskens Kebano,4,111,0,6,0,0,0,M S,Fulham
7077,Denis Odoi,3,270,0,2,1,1,0,D,Fulham
7184,Tim Ream,5,450,0,0,0,0,0,D,Fulham
8704,Marek Rodák,1,90,0,0,0,0,0,GK,Fulham
8940,Antonee Robinson,8,720,0,2,11,1,0,D M,Fulham
4105,Raúl Jiménez,10,824,4,26,6,0,0,F,Wolverhampton Wanderers
6382,Pedro Neto,11,851,3,18,20,0,0,F M S,Wolverhampton Wanderers
8291,Daniel Podence,10,755,2,17,9,0,0,F M,Wolverhampton Wanderers
3491,Romain Saiss,6,519,1,4,1,0,0,D,Wolverhampton Wanderers
6674,Rayan Ait Nouri,4,274,1,4,3,0,0,D S,Wolverhampton Wanderers
900,Adama Traoré,11,605,0,7,12,2,0,D F M S,Wolverhampton Wanderers
3422,João Moutinho,10,633,0,4,10,2,0,M S,Wolverhampton Wanderers
5708,Fernando Marçal,7,311,0,2,1,1,0,D S,Wolverhampton Wanderers
6163,Nélson Semedo,9,782,0,6,6,0,0,D,Wolverhampton Wanderers
6849,Rui Patrício,11,990,0,0,0,0,0,GK,Wolverhampton Wanderers
6850,Willy Boly,11,990,0,4,1,1,0,D,Wolverhampton Wanderers
6851,Conor Coady,10,900,0,0,1,2,0,D,Wolverhampton Wanderers
6853,Rúben Neves,11,700,0,17,10,3,0,M S,Wolverhampton Wanderers
6856,Rúben Vinagre,2,173,0,0,0,0,0,D S,Wolverhampton Wanderers
7236,Leander Dendoncker,10,820,0,13,9,1,0,M S,Wolverhampton Wanderers
7332,Max Kilman,7,542,0,3,3,1,0,D S,Wolverhampton Wanderers
8227,Oskar Buur,1,20,0,0,0,0,0,S,Wolverhampton Wanderers
8351,Ki-Jana Hoever,2,28,0,0,1,0,0,S,Wolverhampton Wanderers
8777,Vitinha,4,29,0,0,1,0,0,S,Wolverhampton Wanderers
8778,Fabio Silva,6,146,0,6,2,1,0,S,Wolverhampton Wanderers
7711,David McGoldrick,9,480,2,10,2,0,0,F S,Sheffield United
1736,Oliver McBurnie,11,721,1,22,9,1,0,F S,Sheffield United
7712,Billy Sharp,4,124,1,3,0,0,0,F S,Sheffield United
8285,Sander Berge,11,913,1,8,13,4,0,M S,Sheffield United
1748,Lys Mousset,1,14,0,1,2,0,0,S,Sheffield United
5256,Oliver Burke,6,414,0,6,5,0,0,F S,Sheffield United
5569,Rhian Brewster,7,301,0,6,4,0,0,F S,Sheffield United
5603,Aaron Ramsdale,11,990,0,0,1,0,0,GK,Sheffield United
6369,Ethan Ampadu,5,367,0,2,1,0,0,D M S,Sheffield United
